Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt,Risk Level
264,907250030,20,4,80.0,10389,1,2,3,3,0,4,0,5,2,2,0,2,8,5,2003,2003,3,0,5,5,1,320.0,2,4,2,2,4,3,2,1682.0,5,0.0,296.0,1978.0,1,0,1,4,1978,0,0,1978,1.0,0.0,2,1,3,1,2,8,7,1,2,1,2003.0,1,3.0,850.0,4,4,2,188,25,0,0,0,0,3,4,3,0,5,2010,9,4,318000,7,7,160.7684529828109,Low Risk
265,907252120,20,4,70.0,11423,1,2,3,3,0,4,0,5,2,2,0,2,8,5,2001,2002,1,0,12,13,1,479.0,2,4,2,2,4,0,2,1358.0,5,0.0,223.0,1581.0,1,0,1,4,1601,0,0,1601,1.0,0.0,2,0,3,1,2,6,7,1,4,1,2001.0,1,2.0,670.0,4,4,2,180,0,0,0,0,0,3,2,2,2000,5,2010,9,4,272000,9,8,169.89381636477202,Low Risk
266,907262050,60,4,44.0,9548,1,2,0,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,0,12,13,1,223.0,2,4,2,2,4,3,2,483.0,5,0.0,458.0,941.0,1,0,1,4,941,888,0,1829,1.0,0.0,2,1,3,1,2,7,7,1,4,1,2003.0,1,2.0,613.0,4,4,2,192,39,0,0,0,0,3,4,3,0,1,2010,9,4,237000,7,7,129.5790049207217,Low Risk
267,907280040,60,4,75.0,9375,1,2,3,3,0,4,0,5,2,2,0,5,7,5,1997,1997,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1040.0,1040.0,1,0,1,4,1044,1054,0,2098,0.0,0.0,2,1,4,1,2,9,7,1,4,1,1997.0,0,2.0,621.0,4,4,2,331,38,0,0,0,0,3,4,3,0,4,2010,9,4,240000,13,13,114.39466158245948,Low Risk
268,907290040,20,4,48.0,12137,1,2,1,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,0,12,13,1,442.0,3,4,2,2,4,3,5,0.0,5,0.0,1649.0,1649.0,1,0,1,4,1661,0,0,1661,0.0,0.0,2,0,3,1,2,6,7,0,5,1,1998.0,1,2.0,598.0,4,4,2,0,34,0,0,0,0,3,4,3,0,5,2010,9,4,224900,12,12,135.4003612281758,Low Risk
269,907290170,120,5,70.0,4435,1,2,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,0,12,13,1,170.0,2,4,2,2,4,0,2,672.0,5,0.0,176.0,848.0,1,0,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2,4,7,0,5,1,2003.0,0,2.0,420.0,4,4,2,140,0,0,0,0,0,3,4,3,0,4,2010,9,4,143750,7,7,169.51650943396226,Medium Risk
270,907290240,120,5,70.0,4426,1,2,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,0,12,13,1,169.0,2,4,2,2,4,0,2,662.0,5,0.0,186.0,848.0,1,0,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2,3,7,0,5,1,2004.0,1,2.0,420.0,4,4,2,160,0,0,0,0,0,3,4,3,0,5,2010,9,4,143000,6,6,168.6320754716981,Medium Risk
271,907401090,20,4,48.0,10635,1,2,1,3,0,2,0,5,2,2,0,2,8,5,2003,2003,3,0,12,13,1,171.0,2,4,2,2,4,0,1,370.0,2,972.0,315.0,1657.0,1,0,1,4,1668,0,0,1668,1.0,0.0,2,0,3,1,2,8,7,1,4,1,2003.0,0,2.0,502.0,4,4,2,0,262,0,0,0,0,3,4,3,0,5,2010,9,4,232000,7,7,139.08872901678657,Low Risk
272,907410080,20,4,70.0,8400,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,0,12,13,1,109.0,2,4,2,2,4,0,2,712.0,5,0.0,761.0,1473.0,1,0,1,4,1484,0,0,1484,1.0,0.0,2,0,3,1,2,7,7,0,5,1,2004.0,1,2.0,606.0,4,4,2,0,35,0,144,0,0,3,4,3,0,5,2010,9,4,213000,6,5,143.5309973045822,Low Risk
273,907414030,20,4,65.0,8773,1,2,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,0,12,13,1,98.0,2,4,2,2,4,0,2,24.0,5,0.0,1390.0,1414.0,1,0,1,4,1414,0,0,1414,0.0,0.0,2,0,3,1,2,6,7,0,5,1,2004.0,1,2.0,494.0,4,4,2,132,105,0,0,0,0,3,4,3,0,5,2010,9,4,185500,6,6,131.1881188118812,Low Risk
274,908102060,30,4,67.0,8777,1,2,3,3,0,4,1,7,1,2,0,2,3,6,1945,2007,1,0,12,13,3,0.0,3,2,1,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,0,4,640,0,0,640,0.0,0.0,1,0,2,1,4,5,2,0,5,5,1945.0,2,1.0,240.0,4,4,0,0,0,0,0,0,0,3,4,3,0,4,2010,3,4,84900,65,3,132.65625,Medium Risk
275,908102110,20,4,68.0,8842,1,2,3,3,0,0,0,7,2,2,0,2,5,6,1954,1954,1,0,12,13,3,0.0,3,2,1,1,4,3,5,0.0,5,0.0,381.0,381.0,1,0,1,4,992,0,0,992,0.0,0.0,1,0,3,1,4,6,7,0,5,5,1954.0,2,1.0,319.0,4,4,2,60,0,56,0,0,0,3,2,3,0,1,2010,7,0,155891,56,56,157.14818548387098,Medium Risk
276,908102130,90,4,75.0,9825,1,2,3,3,0,4,0,7,2,2,2,2,5,5,1965,1965,3,0,1,1,3,0.0,3,4,1,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,0,4,1664,0,0,1664,0.0,0.0,2,0,4,2,4,8,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,4,3,0,5,2010,9,4,100000,45,45,60.09615384615385,High Risk
277,908102170,20,4,60.0,10044,1,2,0,2,0,1,0,7,2,2,0,2,5,6,1968,1968,1,0,8,8,3,0.0,3,4,1,2,4,1,0,1070.0,5,0.0,126.0,1196.0,1,4,1,4,1196,0,0,1196,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1968.0,1,1.0,336.0,4,4,2,257,0,168,0,0,0,3,2,3,0,6,2010,9,4,144000,42,42,120.40133779264214,Medium Risk
278,908102300,50,4,89.0,11792,1,2,3,3,0,4,0,7,2,2,0,0,4,5,1948,1950,1,0,12,13,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,744.0,744.0,1,0,0,1,792,328,0,1120,0.0,0.0,1,0,2,1,1,5,7,0,5,5,1956.0,2,2.0,480.0,4,1,1,0,0,0,0,160,0,3,4,3,0,6,2010,9,0,64000,62,60,57.142857142857146,High Risk
279,908103350,80,4,65.0,6305,1,2,3,3,0,4,0,7,2,2,0,7,6,6,1975,1975,1,0,9,10,3,0.0,3,4,1,4,4,0,0,528.0,5,0.0,480.0,1008.0,1,4,1,4,1096,0,0,1096,1.0,0.0,1,0,3,1,4,5,7,1,1,5,1975.0,2,1.0,352.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2010,9,4,125200,35,35,114.23357664233576,Medium Risk
280,908152080,80,4,94.0,7819,1,2,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,0,9,10,3,0.0,3,4,1,4,4,0,0,422.0,1,127.0,480.0,1029.0,1,4,1,4,1117,0,0,1117,1.0,0.0,1,0,3,1,4,6,7,1,4,5,1976.0,2,2.0,672.0,4,4,2,144,0,0,0,0,0,3,2,3,0,3,2010,9,0,107000,34,34,95.79230080572964,High Risk
281,908203100,20,4,64.0,6410,1,2,3,1,0,4,0,7,2,2,0,2,4,5,1958,1958,3,0,14,15,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,960.0,960.0,1,0,1,4,960,0,0,960,0.0,0.0,1,0,3,1,4,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,2,3,0,5,2010,9,4,90000,52,52,93.75,High Risk
282,908208020,20,5,80.0,8546,1,2,3,3,0,0,0,7,2,2,0,2,4,5,2003,2004,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,1121.0,1121.0,1,0,1,4,1121,0,0,1121,0.0,0.0,2,0,2,1,4,5,7,0,5,1,2003.0,1,2.0,440.0,4,4,2,132,64,0,0,0,0,3,4,3,0,3,2010,9,4,140000,7,6,124.8884924174844,Medium Risk
283,908225320,50,4,52.0,8741,1,2,3,3,0,4,0,7,2,2,0,0,6,4,1945,1950,1,0,12,13,3,0.0,3,4,1,4,1,3,3,94.0,5,0.0,641.0,735.0,1,4,1,0,798,689,0,1487,0.0,0.0,1,1,3,1,4,7,7,1,2,5,1949.0,2,1.0,220.0,4,4,2,0,140,0,0,0,0,3,2,3,0,4,2010,9,4,113000,65,60,75.99193006052455,High Risk
284,908226130,190,4,60.0,12180,1,2,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,0,8,8,3,0.0,3,1,0,2,4,3,1,348.0,5,0.0,324.0,672.0,3,1,0,0,672,252,0,924,1.0,0.0,1,0,2,1,1,5,7,0,5,5,1941.0,2,1.0,280.0,4,4,2,0,0,0,0,0,0,3,2,3,0,7,2010,9,4,80000,69,60,86.58008658008659,High Risk
285,908275300,20,4,68.0,8562,1,2,3,3,0,4,1,7,2,2,0,2,5,6,1957,2002,3,0,6,6,2,145.0,3,4,1,4,4,0,4,383.0,5,0.0,833.0,1216.0,1,0,1,0,1526,0,0,1526,0.0,0.0,1,0,4,1,4,7,3,1,2,2,1957.0,2,1.0,364.0,4,4,2,116,78,0,0,0,0,3,4,3,0,5,2010,9,4,144500,53,8,94.69200524246396,High Risk
286,909100080,30,4,67.0,4853,1,2,3,0,0,4,0,21,0,2,0,2,5,6,1924,1999,1,0,8,13,1,203.0,3,4,0,4,4,2,4,133.0,5,0.0,974.0,1107.0,1,1,0,0,1296,0,0,1296,0.0,0.0,2,0,2,1,1,5,7,1,2,5,1979.0,2,1.0,260.0,4,4,2,0,0,36,0,0,0,3,2,3,0,5,2010,9,4,104000,86,11,80.24691358024691,High Risk
287,909100110,70,4,66.0,6858,1,2,3,0,0,0,0,21,2,2,0,5,6,4,1915,1950,1,0,13,14,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,806.0,806.0,1,4,0,1,841,806,0,1647,1.0,0.0,1,1,4,1,1,6,7,0,5,5,1920.0,2,1.0,216.0,4,4,2,0,66,136,0,0,0,3,4,3,0,5,2010,9,4,128000,95,60,77.7170613236187,High Risk
288,909101070,30,4,45.0,8212,1,0,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,0,11,12,3,0.0,3,1,0,4,1,3,4,203.0,5,0.0,661.0,864.0,1,4,0,1,864,0,0,864,1.0,0.0,1,0,2,1,4,5,7,0,5,5,1938.0,2,1.0,200.0,4,1,2,0,0,96,0,0,0,3,4,3,0,6,2010,9,4,58500,96,60,67.70833333333333,High Risk
289,909176140,50,4,50.0,5000,1,1,3,3,0,4,0,21,2,2,0,0,5,6,1924,1950,1,0,3,14,3,0.0,3,4,0,4,4,3,3,218.0,5,0.0,808.0,1026.0,1,4,1,4,1026,665,0,1691,0.0,0.0,2,0,3,1,2,6,7,1,2,5,1924.0,2,1.0,308.0,4,4,2,0,0,242,0,0,0,3,4,3,0,5,2010,9,4,127000,86,60,75.10348905972798,High Risk
290,909176150,30,4,60.0,7890,1,2,3,3,0,0,0,21,2,2,0,2,6,6,1939,1950,1,0,13,14,3,0.0,3,4,1,4,4,3,4,238.0,5,0.0,618.0,856.0,1,4,1,4,856,0,0,856,1.0,0.0,1,0,2,1,4,4,7,1,2,5,1939.0,2,2.0,399.0,4,4,2,0,0,0,0,166,0,3,4,3,0,3,2010,9,4,126000,71,60,147.19626168224298,Medium Risk
292,909250030,50,4,51.0,9839,1,2,3,3,0,4,0,21,1,2,0,0,5,2,1931,1950,1,0,12,13,3,0.0,3,4,2,4,1,3,5,0.0,5,0.0,894.0,894.0,1,0,1,4,894,772,0,1666,1.0,0.0,1,0,3,1,4,7,7,1,2,6,0.0,3,0.0,0.0,5,5,0,0,156,0,0,0,0,3,4,3,0,5,2010,9,4,100000,79,60,60.024009603841534,High Risk
293,909250060,50,4,50.0,9638,1,2,3,3,0,4,0,21,1,2,0,0,6,7,1919,1990,1,0,13,15,3,0.0,3,4,2,4,4,3,5,0.0,5,0.0,804.0,804.0,1,0,1,4,1699,748,0,2447,0.0,0.0,2,0,4,1,2,10,3,1,2,5,1969.0,2,1.0,336.0,4,4,2,272,0,42,0,116,0,3,4,3,0,3,2010,9,4,169000,91,20,69.06416019615857,High Risk
294,909281080,50,4,78.0,10452,1,2,0,3,0,4,0,6,2,2,0,0,7,6,1941,1985,1,0,13,14,1,371.0,2,2,0,2,4,3,0,426.0,1,252.0,850.0,1528.0,1,0,1,4,1225,908,0,2133,1.0,0.0,1,1,4,1,4,8,7,2,4,1,1941.0,2,1.0,312.0,4,4,2,0,0,86,0,0,0,3,4,3,0,7,2010,9,4,257500,69,25,120.7219878105954,Low Risk
295,909426080,90,4,78.0,15600,1,2,3,3,0,4,0,6,2,2,2,5,5,6,1950,1991,1,0,12,13,1,430.0,3,2,1,4,4,3,0,375.0,5,0.0,657.0,1032.0,1,0,1,4,1102,1075,0,2177,0.0,0.0,2,1,5,2,4,11,7,0,5,5,1950.0,2,2.0,484.0,4,4,2,0,0,0,0,0,0,3,4,3,0,3,2010,9,4,215000,60,19,98.75976113918236,Low Risk
296,909427230,70,4,66.0,9042,1,2,3,3,0,4,0,6,2,2,0,5,7,9,1941,2006,1,0,5,5,3,0.0,0,2,4,4,2,3,2,275.0,5,0.0,877.0,1152.0,1,0,1,4,1188,1152,0,2340,0.0,0.0,2,0,4,1,2,9,7,2,2,1,1941.0,1,1.0,252.0,4,4,2,0,60,0,0,0,0,3,0,2,2500,5,2010,9,4,266500,69,4,113.88888888888889,Low Risk
299,909455030,120,5,35.0,3907,1,2,0,1,0,4,1,1,2,2,4,2,8,6,1989,1989,1,0,6,6,3,0.0,2,4,1,2,4,1,2,747.0,5,0.0,235.0,982.0,1,2,1,4,1034,0,0,1034,1.0,0.0,1,0,1,1,2,4,7,1,4,1,1989.0,0,2.0,598.0,4,4,2,141,36,0,0,0,0,3,4,3,0,4,2010,9,4,185000,21,21,178.91682785299807,Medium Risk
300,909455040,120,5,35.0,3907,1,2,0,1,0,4,1,1,2,2,4,2,8,5,1989,1989,1,0,6,6,3,0.0,2,4,1,2,4,0,2,76.0,5,0.0,1115.0,1191.0,1,2,1,4,1191,0,0,1191,0.0,0.0,2,0,2,1,2,5,7,1,4,1,1989.0,2,2.0,531.0,4,4,2,112,81,0,0,0,0,3,4,3,0,3,2010,9,4,162500,21,21,136.4399664147775,Low Risk
301,909475140,20,4,100.0,15602,1,2,0,3,0,4,0,6,2,2,0,2,7,8,1959,1997,1,0,3,14,3,0.0,3,4,1,4,4,3,0,1247.0,5,0.0,254.0,1501.0,1,4,1,4,1801,0,0,1801,1.0,0.0,2,0,1,1,4,6,7,2,4,1,1959.0,0,2.0,484.0,4,4,2,0,54,0,0,161,0,3,1,3,0,3,2010,9,4,289000,51,13,160.46640755136036,Low Risk
302,910202060,50,5,40.0,5436,1,2,3,3,0,4,0,11,2,2,0,0,4,8,1922,2007,1,0,12,13,3,0.0,3,2,0,4,4,3,1,735.0,5,0.0,61.0,796.0,1,2,1,4,796,358,0,1154,1.0,0.0,1,0,3,1,2,7,7,0,5,5,1922.0,2,1.0,240.0,4,4,0,0,96,0,0,0,0,3,2,3,0,5,2010,9,4,125500,88,3,108.7521663778163,Medium Risk
303,910203250,30,5,58.0,8154,1,2,3,3,0,4,0,11,2,2,0,2,2,5,1941,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,1,480.0,5,0.0,0.0,480.0,1,4,1,4,540,0,0,540,0.0,0.0,1,0,1,1,4,4,7,0,5,5,1951.0,2,1.0,200.0,1,1,0,0,0,0,0,0,0,3,4,3,0,4,2010,5,4,82000,69,60,151.85185185185185,Medium Risk
304,910205120,50,5,50.0,9140,1,2,3,1,0,4,0,11,2,2,0,0,6,5,1921,1975,1,0,13,14,3,0.0,3,4,0,4,4,2,1,308.0,5,0.0,321.0,629.0,1,1,1,4,727,380,0,1107,0.0,0.0,1,0,2,1,4,5,7,0,5,5,1950.0,2,1.0,625.0,4,4,2,0,56,0,0,200,0,3,2,3,0,4,2010,0,4,110000,89,35,99.3676603432701,High Risk
305,911128180,50,1,60.0,7500,1,2,3,3,0,4,0,11,2,2,0,0,4,4,1920,1950,1,0,8,8,3,0.0,3,2,1,4,4,3,5,0.0,5,0.0,698.0,698.0,1,4,1,0,698,430,0,1128,0.0,0.0,1,0,2,1,4,6,7,0,5,5,1980.0,1,2.0,528.0,4,4,2,30,0,164,0,0,0,3,4,3,0,4,2010,0,0,68400,90,60,60.63829787234042,High Risk
306,911202100,50,1,66.0,8712,1,1,3,1,0,4,1,11,2,2,0,0,4,7,1900,1950,1,0,8,8,3,0.0,3,4,4,4,4,2,5,0.0,5,0.0,859.0,859.0,1,2,1,4,859,319,0,1178,0.0,0.0,1,0,2,1,4,7,7,0,5,5,1964.0,1,1.0,384.0,4,4,0,68,0,98,0,0,0,3,4,3,0,1,2010,9,0,102776,110,60,87.24617996604414,Medium Risk
307,911204090,20,1,66.0,8712,0,2,3,0,0,4,1,11,2,2,0,2,5,5,1952,1952,3,0,13,14,3,0.0,1,4,1,4,4,0,5,0.0,5,0.0,540.0,540.0,1,4,0,0,1044,0,0,1044,0.0,0.0,1,0,2,1,1,4,7,0,5,2,1952.0,2,2.0,504.0,4,4,0,0,0,0,0,0,0,3,4,2,54,6,2010,9,2,55993,58,58,53.633141762452105,High Risk
308,911204100,30,1,66.0,8712,0,2,3,3,0,0,0,11,2,2,0,2,4,7,1896,1950,3,0,13,14,3,0.0,1,1,1,4,4,3,5,0.0,5,0.0,756.0,756.0,1,2,1,4,952,0,0,952,0.0,0.0,1,0,3,1,4,5,7,0,5,5,1896.0,1,1.0,330.0,4,4,0,0,0,265,0,0,0,3,4,3,0,6,2010,9,2,50138,114,60,52.66596638655462,High Risk
309,911370510,120,5,44.0,3811,1,2,0,1,0,0,1,6,0,2,4,2,8,5,2004,2005,3,0,5,5,2,186.0,2,4,2,0,4,1,2,1373.0,5,0.0,221.0,1594.0,1,0,1,4,1646,0,0,1646,1.0,1.0,2,0,2,1,2,5,7,1,2,1,2004.0,0,2.0,525.0,4,4,2,128,53,0,0,155,0,3,4,3,0,5,2010,9,4,246000,6,5,149.453219927096,Low Risk
310,914467040,60,4,85.0,11050,1,2,3,3,0,4,0,14,2,2,0,5,8,5,1998,1999,1,0,12,13,3,0.0,2,4,2,2,4,3,2,615.0,5,0.0,434.0,1049.0,1,0,1,4,1036,880,0,1916,1.0,0.0,2,1,3,1,2,8,7,1,4,1,1998.0,2,3.0,741.0,4,4,2,0,70,0,0,0,0,3,4,3,0,5,2010,9,4,254900,12,11,133.0375782881002,Low Risk
311,914475090,80,4,74.0,9620,1,2,3,3,0,4,0,14,2,2,0,7,6,7,1977,1977,1,0,9,10,3,0.0,3,4,1,4,4,3,0,679.0,5,0.0,564.0,1243.0,1,4,1,4,1285,0,0,1285,0.0,1.0,2,0,3,1,2,6,7,1,1,1,1977.0,2,2.0,473.0,4,4,2,375,26,0,0,0,0,3,0,2,80,5,2010,9,4,190000,33,33,147.8599221789883,Medium Risk
312,914476520,20,4,129.0,9196,1,2,0,3,0,4,0,14,2,2,0,2,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,0,4,3,5,0.0,5,0.0,1560.0,1560.0,1,0,1,4,1560,0,0,1560,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2003.0,0,2.0,573.0,4,4,2,100,150,0,0,0,0,3,4,3,0,4,2010,9,4,201000,7,7,128.84615384615384,Low Risk
313,914478045,80,4,74.0,12328,1,2,0,3,0,4,0,14,2,2,0,7,6,5,1976,1976,1,0,6,6,1,335.0,3,4,1,4,4,0,2,539.0,5,0.0,473.0,1012.0,1,4,1,4,1034,0,0,1034,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1976.0,2,3.0,888.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2010,9,4,169900,34,34,164.31334622823985,Medium Risk
314,914478110,90,4,74.0,12760,1,2,0,3,0,4,0,14,2,2,2,2,6,5,1976,1976,1,0,9,10,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,1958.0,1958.0,1,4,1,4,2048,0,0,2048,0.0,0.0,3,0,5,2,4,9,7,0,5,0,1976.0,2,2.0,776.0,4,4,2,0,0,0,0,0,0,3,4,3,0,3,2010,3,4,170000,34,34,83.0078125,High Risk
316,916386010,20,4,88.0,11896,1,2,0,3,0,0,0,26,2,2,0,2,7,5,2008,2008,1,0,12,13,2,60.0,2,4,2,2,4,3,2,78.0,5,0.0,1258.0,1336.0,1,0,1,4,1346,0,0,1346,1.0,0.0,2,0,3,1,2,6,7,1,4,1,2008.0,0,3.0,660.0,4,4,2,100,48,0,0,0,0,3,4,3,0,5,2010,9,4,220000,2,2,163.44725111441306,Low Risk
317,916386020,20,4,73.0,9803,1,2,3,3,0,4,0,26,2,2,0,2,7,5,2009,2010,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1214.0,1214.0,1,0,1,4,1214,0,0,1214,0.0,0.0,2,0,2,1,2,6,7,0,5,1,2010.0,1,2.0,520.0,4,4,2,0,25,0,0,0,0,3,4,3,0,1,2010,6,5,179781,1,0,148.08978583196046,Low Risk
318,916386060,60,4,73.0,9802,1,2,3,3,0,4,0,26,2,2,0,5,5,5,2006,2007,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,384.0,384.0,1,2,1,4,744,700,0,1444,0.0,0.0,2,1,3,1,4,7,7,0,5,3,2007.0,0,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,3,0,4,2010,9,4,174000,4,3,120.49861495844875,High Risk
319,916386090,60,4,92.0,12003,1,2,3,3,0,0,0,26,2,2,0,5,8,5,2009,2010,1,0,12,13,1,84.0,2,4,2,0,4,3,5,0.0,5,0.0,774.0,774.0,1,0,1,4,774,1194,0,1968,0.0,0.0,2,1,4,1,0,8,7,1,2,3,2009.0,0,3.0,680.0,4,4,2,0,75,0,0,0,0,3,4,3,0,5,2010,6,5,269500,1,0,136.9410569105691,Low Risk
320,916455170,60,4,80.0,11316,1,2,3,3,0,0,0,26,2,2,0,5,7,5,2002,2003,1,0,12,13,1,44.0,2,4,2,2,4,3,2,624.0,5,0.0,193.0,817.0,1,0,1,4,824,1070,0,1894,1.0,0.0,2,1,4,1,2,8,7,1,2,3,2002.0,0,2.0,510.0,4,4,2,0,40,0,0,0,0,3,4,3,0,2,2010,9,4,214900,8,7,113.4635691657867,Low Risk
321,916475110,60,4,85.0,14191,1,2,3,3,0,4,0,26,2,2,0,5,8,5,2002,2002,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,967.0,967.0,1,0,1,4,993,915,0,1908,0.0,0.0,2,1,4,1,2,9,7,0,5,1,2002.0,0,2.0,431.0,4,4,2,135,0,0,0,0,0,3,4,3,0,4,2010,9,4,202900,8,8,106.34171907756811,Low Risk
323,923201020,20,4,85.0,15300,1,2,3,0,0,4,0,14,2,2,0,2,5,5,1965,1977,3,0,9,6,3,0.0,3,4,1,4,4,3,4,42.0,5,0.0,1026.0,1068.0,1,4,1,4,1264,0,0,1264,1.0,0.0,1,0,2,1,4,7,7,1,4,1,1965.0,2,2.0,528.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2010,9,4,169000,45,33,133.70253164556962,Medium Risk
324,923202105,20,4,93.0,10114,1,2,3,3,0,4,0,14,2,2,0,2,5,5,2004,2005,1,0,12,13,3,0.0,3,4,2,0,4,0,5,0.0,5,0.0,1430.0,1430.0,1,0,1,4,1430,0,0,1430,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2004.0,1,2.0,624.0,4,4,2,0,0,0,0,0,0,3,4,3,0,3,2010,9,4,173500,6,5,121.32867132867132,High Risk
325,923204150,90,4,94.0,9400,1,2,3,2,0,0,0,14,2,2,2,5,6,5,1971,1971,4,0,8,15,3,0.0,3,4,1,4,4,0,5,0.0,5,0.0,912.0,912.0,1,4,1,4,912,912,0,1824,0.0,0.0,2,2,4,2,4,8,7,0,5,6,0.0,3,0.0,0.0,5,5,2,128,0,0,0,0,0,3,4,3,0,4,2010,9,4,139000,39,39,76.20614035087719,High Risk
326,923205015,20,4,74.0,11875,1,2,3,3,0,4,0,14,2,2,0,2,5,5,1999,1999,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,1344.0,1344.0,1,0,1,4,1344,0,0,1344,0.0,0.0,2,0,3,1,4,7,7,1,2,1,2001.0,2,2.0,686.0,4,4,2,328,0,0,0,0,0,3,4,3,0,6,2010,9,4,166500,11,11,123.88392857142856,Medium Risk
327,923225300,160,5,21.0,1974,1,2,3,3,0,4,0,13,2,2,4,5,4,5,1973,1973,1,0,5,5,3,0.0,3,4,1,4,4,3,1,334.0,5,0.0,212.0,546.0,1,4,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,6,7,0,5,1,1973.0,1,1.0,286.0,4,4,2,120,96,0,0,0,0,3,4,3,0,5,2010,9,4,83500,37,37,76.46520146520146,High Risk
328,923225390,120,5,31.0,2394,1,2,3,2,0,4,1,13,2,2,3,2,5,6,1973,1973,1,0,5,5,3,0.0,3,4,1,2,4,1,2,915.0,5,0.0,30.0,945.0,1,0,1,4,945,0,0,945,1.0,1.0,1,0,2,1,4,5,7,1,3,1,1973.0,1,1.0,253.0,4,4,2,174,0,56,0,108,0,3,4,3,0,5,2010,9,4,119500,37,37,126.45502645502646,Medium Risk
329,923225440,160,5,36.0,2592,1,2,3,3,0,4,0,13,2,2,4,5,5,3,1976,1976,1,0,5,5,3,0.0,3,4,1,2,4,3,4,129.0,1,232.0,175.0,536.0,1,4,1,4,536,576,0,1112,0.0,0.0,1,1,3,1,4,4,7,0,5,1,1976.0,2,1.0,336.0,4,4,2,182,0,0,0,0,0,3,4,3,0,4,2010,9,4,85000,34,34,76.43884892086331,High Risk
330,923226250,160,5,21.0,1476,1,2,3,3,0,4,0,13,2,2,3,5,4,7,1970,1970,1,0,5,5,3,0.0,3,4,1,4,4,3,2,176.0,5,0.0,370.0,546.0,1,0,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,200,26,0,0,0,0,3,4,3,0,3,2010,9,4,76000,40,40,69.59706959706959,High Risk
