Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt
959,916382010,60,4,83.0,13159,1,2,0,1,0,0,0,26,2,2,0,5,7,5,2009,2009,1,0,12,13,3,0.0,3,4,2,0,4,0,5,0.0,5,0.0,846.0,846.0,1,2,1,4,846,846,0,1692,0.0,0.0,2,1,3,1,2,6,7,0,5,1,2009.0,1,2.0,650.0,4,4,2,208,114,0,0,0,0,3,4,3,0,7,2009,6,5,224500,0,0,132.68321513002365
961,916382110,20,4,79.0,14463,1,2,0,1,0,0,0,26,2,2,0,2,9,5,2008,2008,1,0,5,5,1,406.0,0,4,2,0,4,1,2,1115.0,5,0.0,526.0,1641.0,1,0,1,4,1641,0,0,1641,1.0,0.0,2,0,3,1,0,7,7,0,5,1,2008.0,0,3.0,885.0,4,4,2,0,95,0,0,0,0,3,4,3,0,1,2009,9,4,316500,1,1,192.87020109689215
962,916386140,20,4,73.0,8925,1,2,0,1,0,4,0,26,2,2,0,2,8,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,4,0,2,16.0,5,0.0,1450.0,1466.0,1,0,1,4,1466,0,0,1466,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2007.0,0,3.0,610.0,4,4,2,100,18,0,0,0,0,3,4,3,0,7,2009,9,4,201000,2,2,137.10777626193723
963,916403010,20,4,130.0,11457,1,2,0,3,0,0,0,26,2,2,0,2,6,5,1988,1988,1,0,6,6,3,0.0,3,4,1,2,4,2,2,1005.0,5,0.0,387.0,1392.0,1,4,1,4,1412,0,0,1412,1.0,0.0,2,0,3,1,2,6,7,1,4,1,1988.0,2,2.0,576.0,4,4,2,0,0,169,0,0,0,3,4,3,0,3,2009,9,4,175000,21,21,123.93767705382436
964,916403200,60,4,82.0,9839,1,2,0,3,0,1,0,26,2,2,0,5,6,8,1980,2006,1,0,8,8,3,0.0,3,2,2,2,4,3,0,462.0,5,0.0,250.0,712.0,1,0,1,4,1375,862,0,2237,0.0,0.0,2,1,3,1,2,7,7,1,4,3,1980.0,0,2.0,440.0,4,4,2,305,24,0,0,0,0,3,4,2,2500,2,2009,9,4,204000,29,3,91.19356280733125
965,916403250,80,4,125.0,14419,1,2,0,3,0,0,0,26,2,2,0,7,7,5,1987,1989,3,0,9,10,1,310.0,3,4,2,2,4,1,2,904.0,0,624.0,117.0,1645.0,1,0,1,4,1479,0,0,1479,2.0,0.0,2,1,3,1,2,7,2,1,1,1,1987.0,0,2.0,578.0,4,4,2,224,238,0,0,0,0,3,4,3,0,7,2009,9,4,213500,22,20,144.35429344151453
966,916455070,20,4,82.0,6853,1,2,0,3,0,4,0,26,2,2,0,2,8,5,2001,2002,1,0,12,13,1,136.0,2,4,2,0,4,3,2,1005.0,5,0.0,262.0,1267.0,1,0,1,4,1296,0,0,1296,1.0,0.0,2,0,2,1,2,6,7,0,5,1,2001.0,0,2.0,471.0,4,4,2,192,25,0,0,0,0,3,4,3,0,6,2009,9,4,220000,8,7,169.7530864197531
967,916460110,60,4,75.0,9157,1,2,0,3,0,0,0,26,2,2,0,5,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,912.0,912.0,1,0,1,4,1072,942,0,2014,0.0,0.0,2,1,3,1,2,9,7,0,5,1,2003.0,0,2.0,486.0,4,4,2,124,114,0,0,0,0,3,4,3,0,2,2009,9,0,170000,6,6,84.40913604766634
968,916475040,20,4,85.0,14601,1,2,3,3,0,4,0,26,2,2,0,2,9,5,2006,2006,3,0,12,13,1,584.0,0,4,2,0,4,0,2,1260.0,5,0.0,578.0,1838.0,1,0,1,4,1838,0,0,1838,1.0,0.0,2,0,2,1,0,8,7,1,2,1,2006.0,0,3.0,765.0,4,4,2,270,68,0,0,0,0,3,4,3,0,3,2009,9,4,315000,3,3,171.38193688792165
970,923201100,20,4,75.0,12518,1,2,0,3,0,4,0,14,2,2,0,2,5,7,1968,1968,1,0,6,6,1,182.0,3,4,1,4,4,3,0,532.0,5,0.0,476.0,1008.0,1,2,1,4,1008,0,0,1008,0.0,0.0,1,0,3,1,2,6,7,0,5,1,1968.0,2,1.0,384.0,4,4,2,144,0,0,0,0,0,3,2,3,0,4,2009,9,4,139500,41,41,138.39285714285714
972,923203110,120,5,32.0,4500,1,2,3,3,0,2,0,14,2,2,4,2,6,5,1998,1998,3,0,12,13,1,320.0,3,4,2,0,4,3,2,866.0,5,0.0,338.0,1204.0,1,0,1,4,1204,0,0,1204,1.0,0.0,2,0,2,1,4,5,7,0,5,1,1998.0,0,2.0,412.0,4,4,2,0,247,0,0,0,0,3,4,3,0,6,2009,9,4,162000,11,11,134.55149501661128
973,923203190,120,5,74.0,4500,1,2,3,3,0,2,0,14,2,2,4,2,6,5,1999,1999,3,0,12,13,1,425.0,3,4,2,0,4,3,2,883.0,5,0.0,341.0,1224.0,1,0,1,4,1224,0,0,1224,1.0,0.0,2,0,2,1,4,5,7,0,5,1,1999.0,0,2.0,402.0,4,4,2,0,304,0,0,0,0,3,4,3,0,6,2009,9,4,165000,10,10,134.80392156862746
974,923225360,180,5,21.0,1596,1,2,3,3,0,4,0,13,2,2,3,7,4,5,1973,1973,1,0,5,5,3,0.0,3,4,1,2,4,1,2,462.0,5,0.0,0.0,462.0,1,4,1,4,526,462,0,988,1.0,0.0,1,0,2,1,4,5,7,0,5,3,1973.0,2,1.0,297.0,4,4,2,120,101,0,0,0,0,3,1,3,0,11,2009,9,4,91000,36,36,92.10526315789474
975,923225490,20,4,62.0,9858,1,2,3,3,0,4,0,14,2,2,0,2,5,6,1968,1968,1,0,6,6,3,0.0,3,4,1,4,4,3,1,510.0,5,0.0,354.0,864.0,1,4,1,4,874,0,0,874,1.0,0.0,1,0,3,1,4,5,7,0,5,1,1968.0,1,1.0,288.0,4,4,2,33,0,0,0,0,0,3,1,2,600,11,2009,9,4,130000,41,41,148.74141876430207
976,923226270,180,5,21.0,1526,1,2,3,3,0,4,0,13,2,2,3,6,4,8,1970,2002,1,0,5,5,3,0.0,3,2,1,2,4,0,2,515.0,5,0.0,115.0,630.0,1,4,1,4,630,0,0,630,1.0,0.0,1,0,1,1,2,3,7,0,5,1,1970.0,2,1.0,286.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2009,9,4,86000,39,7,136.5079365079365
977,923227080,20,4,83.0,13383,1,2,0,3,0,4,1,14,2,2,0,2,5,5,1969,2000,3,0,6,6,1,176.0,3,4,1,4,4,3,1,594.0,5,0.0,594.0,1188.0,1,0,1,4,1404,0,0,1404,0.0,0.0,2,0,3,1,4,7,7,1,3,1,1969.0,2,2.0,504.0,4,4,2,0,16,0,0,0,0,3,4,3,0,3,2009,9,4,160000,40,9,113.96011396011396
978,923228110,180,5,21.0,1477,1,2,3,3,0,4,0,13,2,2,4,6,4,4,1970,1970,1,0,5,5,3,0.0,3,4,1,2,4,0,2,509.0,5,0.0,121.0,630.0,1,4,1,4,630,0,0,630,1.0,0.0,1,0,1,1,4,3,7,0,5,1,1970.0,2,1.0,286.0,4,4,2,0,0,0,0,0,0,3,4,3,0,4,2009,9,4,80000,39,39,126.98412698412699
979,923228150,160,5,21.0,1533,1,2,3,3,0,4,0,13,2,2,3,5,4,6,1970,2008,1,0,5,5,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,546.0,546.0,1,4,1,4,798,546,0,1344,0.0,0.0,1,1,3,1,4,6,7,1,4,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,4,3,0,5,2009,9,4,97000,39,1,72.17261904761905
980,923228230,160,5,21.0,2217,1,2,3,3,0,4,0,13,2,2,4,5,4,4,1970,1970,1,0,5,5,3,0.0,3,4,1,4,4,3,1,273.0,3,273.0,0.0,546.0,1,4,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,6,7,0,5,1,1970.0,1,1.0,286.0,4,4,2,238,0,0,0,0,0,3,4,3,0,8,2009,9,4,88000,39,39,80.58608058608058
981,923230200,85,4,50.0,7689,1,2,0,3,0,4,0,14,2,2,0,6,5,8,1972,1972,1,0,8,8,3,0.0,3,4,1,2,4,0,2,720.0,1,76.0,0.0,796.0,1,2,1,4,796,0,0,796,0.0,1.0,1,0,2,1,4,4,7,0,5,5,1998.0,2,1.0,336.0,4,4,2,138,0,0,0,0,0,3,2,3,0,7,2009,9,4,131900,37,37,165.7035175879397
982,923252075,80,4,62.0,7706,1,2,3,3,0,4,0,14,2,2,0,7,6,5,1993,1996,1,0,6,6,3,0.0,3,2,1,2,4,0,4,114.0,2,270.0,0.0,384.0,1,0,1,4,1091,0,0,1091,0.0,1.0,1,0,2,1,4,5,7,0,5,1,1993.0,0,1.0,429.0,4,4,2,280,0,0,0,0,0,3,4,2,700,8,2009,9,4,131250,16,13,120.30247479376719
983,923275040,85,4,74.0,9101,1,2,0,3,0,0,0,14,2,2,0,6,5,6,1978,1978,1,0,9,10,1,104.0,3,2,2,2,4,0,2,1097.0,5,0.0,0.0,1097.0,1,0,1,4,1110,0,0,1110,1.0,0.0,1,0,1,1,2,4,7,1,4,1,1978.0,0,2.0,602.0,4,4,2,303,30,0,0,0,0,3,4,3,0,7,2009,9,4,165500,31,31,149.0990990990991
984,923275140,20,4,74.0,8780,1,2,0,3,0,0,0,14,2,2,0,2,5,5,1985,1985,1,0,6,10,3,0.0,3,4,1,4,4,3,0,625.0,5,0.0,208.0,833.0,1,0,1,4,833,0,0,833,1.0,0.0,1,0,3,1,4,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,2,3,0,3,2009,9,4,112000,24,24,134.45378151260505
985,923276260,85,4,70.0,7669,1,2,3,3,0,4,0,14,2,2,0,6,5,6,1992,1993,1,0,6,15,3,0.0,3,4,2,2,4,0,2,718.0,3,110.0,0.0,828.0,1,4,1,4,883,0,0,883,1.0,0.0,1,0,2,1,4,5,7,1,1,5,1998.0,2,2.0,698.0,4,4,2,100,32,0,0,0,0,3,0,3,0,6,2009,9,4,149000,17,16,168.74292185730465
986,923400025,50,4,85.0,14115,1,2,0,3,0,4,0,14,2,2,0,0,5,5,1993,1995,1,0,12,13,3,0.0,3,4,5,2,4,3,2,732.0,5,0.0,64.0,796.0,1,0,1,4,796,566,0,1362,1.0,0.0,1,1,1,1,4,5,7,0,5,1,1993.0,2,2.0,480.0,4,4,2,40,30,0,320,0,0,3,2,2,700,10,2009,9,4,143000,16,14,104.99265785609398
987,923400110,60,4,62.0,10429,1,2,3,3,0,4,0,14,2,2,0,5,5,5,1992,1992,1,0,6,15,3,0.0,3,4,2,2,4,3,0,330.0,5,0.0,294.0,624.0,1,4,1,4,624,663,0,1287,0.0,0.0,1,1,3,1,4,6,7,0,5,5,2001.0,2,2.0,440.0,4,4,2,150,0,0,0,0,0,3,4,3,0,7,2009,9,4,130000,17,17,101.01010101010101
988,924100040,20,4,74.0,9819,1,2,0,3,0,4,1,14,2,2,0,2,6,5,1977,1977,1,0,9,7,3,0.0,3,4,2,4,4,1,0,1567.0,5,0.0,0.0,1567.0,1,4,1,4,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,7,2,4,1,1977.0,1,2.0,714.0,4,4,2,264,32,0,0,0,0,3,4,3,0,5,2009,9,4,196000,32,32,125.07977026164646
989,924100060,60,4,70.0,10457,1,2,0,3,0,4,1,14,2,2,0,5,5,7,1969,1969,1,0,12,13,1,178.0,2,0,1,4,4,1,1,496.0,3,288.0,0.0,784.0,1,0,1,4,784,848,0,1632,0.0,0.0,1,1,4,1,4,7,7,1,4,1,1969.0,1,2.0,898.0,4,4,2,0,173,368,0,0,0,3,2,3,0,4,2009,9,4,173000,40,40,106.00490196078431
990,526351030,20,4,87.0,11029,1,2,0,3,0,0,0,15,2,2,0,2,6,8,1958,2002,3,0,8,8,3,0.0,0,4,1,2,4,3,0,528.0,1,411.0,245.0,1184.0,1,0,1,4,1414,0,0,1414,1.0,0.0,1,0,3,1,4,6,2,1,4,1,1990.0,2,2.0,601.0,4,4,2,0,51,0,0,190,0,3,4,3,0,5,2008,9,4,176500,50,6,124.82319660537482
991,526353050,20,4,73.0,12925,1,2,0,3,0,0,0,15,2,2,0,2,6,7,1970,1970,1,0,3,10,3,0.0,3,4,1,4,4,2,1,865.0,5,0.0,340.0,1205.0,1,0,1,4,2117,0,0,2117,0.0,0.0,2,1,4,1,4,7,7,2,2,1,1970.0,0,2.0,550.0,4,4,2,0,42,0,0,0,0,3,4,3,0,5,2008,9,4,237500,38,38,112.18705715635333
992,526354070,60,4,85.0,11075,1,2,3,3,0,4,0,15,2,2,0,5,6,5,1969,1969,1,0,6,6,3,0.0,3,4,1,1,4,2,0,500.0,3,276.0,176.0,952.0,1,4,1,4,1092,1020,0,2112,0.0,0.0,2,1,4,1,4,9,7,2,2,1,1969.0,2,2.0,576.0,4,4,2,280,0,0,0,0,0,3,4,3,0,6,2008,9,4,206900,39,39,97.96401515151516
993,527105050,60,4,72.0,8702,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1997,1998,1,0,12,13,3,0.0,3,4,2,4,4,3,1,706.0,5,0.0,220.0,926.0,1,0,1,4,926,678,0,1604,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1997.0,0,2.0,470.0,4,4,2,0,36,0,0,0,0,3,4,3,0,4,2008,9,4,187500,11,10,116.89526184538653
994,527106050,60,4,65.0,8139,1,2,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,0,12,13,1,119.0,3,4,2,2,4,3,0,476.0,5,0.0,204.0,680.0,1,2,1,4,680,790,0,1470,0.0,0.0,2,1,3,1,4,7,7,1,4,3,1995.0,0,2.0,420.0,4,4,2,192,49,0,0,0,0,3,4,3,0,10,2008,9,4,165000,13,12,112.24489795918367
995,527106140,60,4,59.0,9535,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,3,0.0,3,4,2,2,4,1,2,851.0,5,0.0,75.0,926.0,1,0,1,4,926,678,0,1604,0.0,0.0,2,1,3,1,4,7,7,0,5,1,1998.0,0,2.0,472.0,4,4,2,100,82,0,0,0,0,3,4,3,0,5,2008,9,4,195500,10,10,121.88279301745636
996,527106150,60,4,59.0,9042,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,3,0.0,3,4,2,2,4,1,2,828.0,5,0.0,115.0,943.0,1,2,1,4,943,695,0,1638,1.0,0.0,2,1,3,1,4,7,7,2,4,1,1998.0,0,2.0,472.0,4,4,2,100,38,0,0,0,0,3,4,3,0,7,2008,9,4,192000,10,10,117.21611721611721
997,527107010,60,4,64.0,15038,1,2,1,3,0,0,0,8,2,2,0,5,6,5,1996,1996,1,0,6,6,3,0.0,3,4,2,2,4,3,4,138.0,5,0.0,778.0,916.0,1,2,1,4,916,720,0,1636,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1996.0,0,2.0,386.0,4,4,2,168,84,0,0,0,0,3,4,3,0,11,2008,9,4,173000,12,12,105.74572127139365
998,527107090,20,4,53.0,14137,1,2,0,3,0,4,0,8,2,2,0,2,5,5,1996,1997,1,0,6,6,3,0.0,2,4,2,2,4,3,2,450.0,5,0.0,898.0,1348.0,1,2,1,4,1384,0,0,1384,1.0,0.0,2,0,3,1,2,7,7,0,5,1,1996.0,2,2.0,404.0,4,4,2,0,39,0,0,0,0,3,4,3,0,11,2008,9,4,177900,12,11,128.54046242774567
1000,527127140,120,4,41.0,4923,1,2,3,3,0,4,0,25,2,2,4,2,8,5,2001,2002,1,0,5,5,3,0.0,2,4,2,0,4,0,2,1153.0,5,0.0,440.0,1593.0,1,0,1,4,1593,0,0,1593,1.0,0.0,1,1,0,1,0,5,7,1,2,1,2001.0,0,2.0,682.0,4,4,2,0,120,0,0,224,0,3,4,3,0,8,2008,9,4,286000,7,6,179.5354676710609
1001,527131110,120,4,45.0,6264,1,2,0,3,0,0,0,25,2,2,0,2,8,5,1997,1997,1,0,5,5,3,0.0,2,4,2,0,4,2,2,656.0,5,0.0,1008.0,1664.0,1,0,1,4,1682,0,0,1682,1.0,0.0,1,1,1,1,2,6,2,1,4,1,1997.0,0,2.0,528.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2008,9,4,247900,11,11,147.38406658739595
1002,527140090,120,4,41.0,5395,1,2,0,1,0,4,0,25,2,2,4,2,8,5,1993,1993,1,0,6,6,3,0.0,2,4,2,2,4,3,2,733.0,5,0.0,604.0,1337.0,1,2,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,7,1,4,1,1993.0,1,2.0,462.0,4,4,2,96,0,70,168,0,0,3,4,3,0,10,2008,9,4,180000,15,15,134.62976813762154
1003,527145090,120,4,39.0,5070,1,2,0,1,0,4,0,25,2,2,4,2,8,5,1992,1992,1,0,6,6,3,0.0,2,4,2,2,4,2,5,0.0,5,0.0,1280.0,1280.0,1,0,1,4,1280,0,0,1280,0.0,0.0,2,0,2,1,2,5,7,0,5,1,1992.0,1,2.0,506.0,4,4,2,0,82,0,0,144,0,3,4,3,0,8,2008,9,4,180000,16,16,140.625
1004,527161010,60,4,100.0,10839,1,2,0,3,0,0,0,8,2,2,0,5,6,5,1997,1998,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,926.0,926.0,1,0,1,4,926,678,0,1604,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1997.0,0,2.0,470.0,4,4,2,0,36,0,0,0,0,3,4,3,0,7,2008,9,4,181000,11,10,112.8428927680798
1005,527162180,60,4,73.0,11184,1,2,0,3,0,0,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,932.0,932.0,1,2,1,4,932,701,0,1633,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1998.0,0,2.0,460.0,4,4,2,0,39,0,0,0,0,3,4,3,0,4,2008,9,3,183000,10,10,112.06368646662584
1006,527163100,60,4,64.0,8000,1,2,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,0,6,6,3,0.0,3,4,2,2,4,3,2,219.0,5,0.0,554.0,773.0,1,2,1,4,773,885,0,1658,1.0,0.0,2,1,3,1,4,8,7,1,4,1,1995.0,0,2.0,431.0,4,4,2,224,84,0,0,0,0,3,4,3,0,6,2008,9,4,188000,13,12,113.38962605548853
1007,527164120,60,4,64.0,10832,1,2,0,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,0,8,8,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,712.0,712.0,1,0,1,4,1086,809,0,1895,0.0,0.0,2,1,3,1,2,7,7,1,4,1,1994.0,0,2.0,409.0,4,4,2,143,46,0,0,0,0,3,4,2,500,10,2008,9,4,194500,14,12,102.63852242744063
1008,527165010,60,4,64.0,14067,1,2,3,3,0,3,0,8,2,2,0,5,6,5,1991,1991,1,0,6,6,1,194.0,3,4,2,2,4,3,0,504.0,5,0.0,332.0,836.0,1,2,1,4,851,858,0,1709,1.0,0.0,2,1,3,1,2,7,7,0,5,1,1991.0,0,2.0,416.0,4,4,2,0,40,0,0,0,0,3,0,3,0,9,2008,9,4,185000,17,17,108.25043885313049
1009,527183030,120,4,40.0,4671,1,2,0,1,0,4,0,25,2,2,4,2,8,5,1988,1989,1,0,6,6,3,0.0,2,4,2,2,4,2,2,767.0,5,0.0,461.0,1228.0,1,2,1,4,1228,0,0,1228,1.0,0.0,2,0,2,1,2,5,7,1,2,1,1988.0,0,2.0,472.0,4,4,2,168,120,0,0,0,0,3,4,3,0,10,2008,9,4,189000,20,19,153.9087947882736
1010,527183060,120,4,65.0,5950,1,2,0,1,0,4,1,25,2,2,4,2,8,5,1989,1989,1,0,6,6,3,0.0,2,4,2,2,4,1,2,319.0,5,0.0,1018.0,1337.0,1,2,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,7,1,4,1,1989.0,1,2.0,462.0,4,4,2,0,73,154,0,0,0,3,4,3,0,4,2008,9,4,188500,19,19,140.98728496634257
1012,527212050,60,4,77.0,11198,1,2,0,3,0,4,0,25,2,2,0,5,9,5,2005,2007,3,0,12,13,1,245.0,2,4,2,2,2,3,5,0.0,5,0.0,1122.0,1122.0,1,0,1,4,1134,1370,0,2504,0.0,0.0,2,1,4,1,0,11,7,1,2,3,2005.0,0,3.0,656.0,4,4,2,144,39,0,0,0,0,3,4,3,0,6,2008,9,4,325000,3,1,129.79233226837061
1015,527252080,120,4,60.0,8118,1,2,3,1,0,4,0,25,4,3,4,2,9,5,2007,2007,3,0,8,8,1,178.0,0,4,2,0,4,1,2,1034.0,5,0.0,676.0,1710.0,1,0,1,4,1710,0,0,1710,1.0,0.0,2,0,2,1,0,6,7,1,2,1,2007.0,1,2.0,557.0,4,4,2,156,48,0,0,0,0,3,4,3,0,7,2008,9,4,334000,1,1,195.3216374269006
1018,527301245,20,4,63.0,12680,1,2,0,3,0,4,0,17,2,2,0,2,7,6,1988,1988,1,0,9,14,1,102.0,2,4,1,2,2,2,2,983.0,5,0.0,692.0,1675.0,1,0,1,4,1688,0,0,1688,1.0,0.0,2,0,2,1,0,6,7,1,0,1,1988.0,1,2.0,528.0,4,4,2,0,48,0,0,141,0,3,4,3,0,6,2008,9,4,226500,20,20,134.1824644549763
1019,527302050,20,4,78.0,12090,1,2,0,3,0,4,0,17,2,2,0,2,6,6,1981,1981,1,0,8,8,1,210.0,3,2,1,2,4,3,2,588.0,3,228.0,606.0,1422.0,1,4,1,4,1422,0,0,1422,0.0,0.0,2,0,3,1,2,7,7,1,4,1,1981.0,0,2.0,576.0,4,4,2,276,0,0,0,0,0,3,0,3,0,6,2008,9,4,175500,27,27,123.41772151898734
1020,527302070,20,4,80.0,10825,1,2,0,3,0,4,0,17,2,2,0,2,7,7,1983,1983,1,0,14,10,1,174.0,2,4,1,2,4,2,2,747.0,5,0.0,513.0,1260.0,1,4,1,4,1260,0,0,1260,1.0,0.0,2,0,3,1,4,6,7,0,5,1,1983.0,2,2.0,598.0,4,4,2,152,0,0,0,0,0,3,4,3,0,7,2008,9,4,181900,25,25,144.36507936507937
1022,527302210,20,4,85.0,14450,1,2,3,3,0,4,0,17,2,2,0,2,7,5,1979,1979,3,0,9,10,1,194.0,2,4,1,2,1,3,0,864.0,3,449.0,469.0,1782.0,1,4,1,4,1782,0,0,1782,0.0,1.0,2,0,3,1,2,6,7,1,4,1,1979.0,0,2.0,551.0,4,4,2,467,0,0,0,0,0,3,4,3,0,3,2008,9,4,220000,29,29,123.45679012345678
1024,527325240,20,4,90.0,13068,1,2,3,3,0,0,0,17,2,2,0,2,6,5,1976,1976,3,0,6,6,1,621.0,3,4,2,2,4,3,0,890.0,4,48.0,273.0,1211.0,1,4,1,4,1211,0,0,1211,1.0,0.0,2,0,3,1,2,6,7,1,3,1,1976.0,0,2.0,461.0,4,4,2,0,0,0,174,0,0,3,2,3,0,11,2008,9,4,161000,32,32,132.9479768786127
1025,527326130,20,4,80.0,15611,1,2,0,3,0,0,0,17,2,2,0,2,5,6,1977,1977,1,0,12,13,3,0.0,3,4,2,2,4,0,0,767.0,3,93.0,266.0,1126.0,1,4,1,4,1126,0,0,1126,0.0,1.0,2,0,3,1,0,6,7,0,5,1,1977.0,1,2.0,540.0,4,4,2,180,0,0,0,0,0,3,4,3,0,3,2008,9,0,175000,31,31,155.41740674955594
1026,527354160,60,4,80.0,10400,1,2,3,3,0,4,0,17,2,2,0,5,7,6,1980,1988,1,0,6,6,1,280.0,3,4,1,2,4,2,5,0.0,5,0.0,738.0,738.0,1,4,1,4,1277,767,0,2044,0.0,0.0,2,1,3,1,4,7,2,1,4,1,1980.0,2,2.0,489.0,4,4,2,28,73,0,0,0,0,3,4,3,0,3,2008,9,4,185000,28,20,90.50880626223092
1027,527357110,60,4,75.0,9743,1,2,3,3,0,4,0,17,2,2,0,5,5,6,1969,1969,1,0,12,13,3,0.0,3,4,1,4,1,3,1,280.0,5,0.0,440.0,720.0,1,2,1,4,720,588,0,1308,0.0,0.0,1,1,3,1,4,7,7,0,5,5,1969.0,2,2.0,484.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2008,9,4,146900,39,39,112.30886850152905
1029,527358120,20,4,104.0,11361,1,2,3,3,0,4,0,17,2,2,0,2,6,5,1976,1976,1,0,9,10,1,160.0,3,4,1,2,4,3,0,644.0,5,0.0,549.0,1193.0,1,4,1,4,1523,0,0,1523,0.0,1.0,2,0,3,1,4,7,7,1,4,1,1976.0,0,2.0,478.0,4,4,2,0,0,0,0,189,0,3,2,3,0,5,2008,0,0,180000,32,32,118.18778726198293
1030,527359030,20,4,80.0,10400,1,2,3,3,0,4,0,17,2,2,0,2,6,5,1976,1976,1,0,6,6,1,120.0,3,4,1,4,4,3,5,0.0,5,0.0,1444.0,1444.0,1,4,1,4,1444,0,0,1444,0.0,0.0,2,0,2,1,4,5,7,1,2,1,1976.0,2,2.0,473.0,4,4,2,0,24,0,0,0,0,3,1,3,0,4,2008,9,4,159900,32,32,110.73407202216066
1031,527359070,60,4,80.0,10480,1,2,3,3,0,4,0,17,2,2,0,5,7,6,1976,1976,3,0,9,10,1,660.0,3,4,1,4,4,3,0,403.0,5,0.0,400.0,803.0,1,4,1,4,1098,866,0,1964,0.0,0.0,2,1,4,1,4,8,7,1,2,1,1976.0,1,2.0,483.0,4,4,2,0,69,0,0,0,0,3,4,3,0,9,2008,9,4,205000,32,32,104.37881873727088
1032,527378020,20,4,80.0,10000,1,2,3,3,0,4,0,17,2,2,0,2,5,6,1973,2000,1,0,6,6,3,0.0,3,4,1,2,4,3,1,1084.0,5,0.0,92.0,1176.0,1,2,1,4,1178,0,0,1178,0.0,1.0,1,1,3,1,2,5,7,1,1,1,1973.0,2,2.0,439.0,4,4,2,224,0,0,0,0,0,3,2,3,0,11,2008,9,4,157000,35,8,133.276740237691
1033,527380240,60,4,80.0,14311,1,2,0,3,0,3,0,17,2,2,0,5,8,5,1996,1996,1,0,12,13,1,402.0,2,4,2,2,4,3,2,1023.0,5,0.0,213.0,1236.0,1,0,1,4,1236,1104,0,2340,1.0,0.0,2,1,4,1,2,9,7,1,2,1,1996.0,1,3.0,787.0,4,4,2,192,180,218,0,0,0,3,0,3,0,6,2008,9,4,306000,12,12,130.76923076923077
1034,527401130,90,4,60.0,9000,1,2,3,3,0,2,0,15,2,2,2,5,5,5,1974,1974,1,0,12,13,3,0.0,3,4,1,2,4,2,5,0.0,5,0.0,896.0,896.0,1,4,1,4,896,896,0,1792,0.0,0.0,2,2,4,2,4,8,7,0,5,5,1982.0,2,2.0,480.0,4,4,2,0,45,0,0,0,0,3,4,3,0,6,2008,9,4,133000,34,34,74.21875
